C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_55_530.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_55_530.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_55_530.jpg,0,0,0,7.86E-05
C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_55_634.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_55_634.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_55_634.jpg,0,0,0,7.81E-05
C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_55_740.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_55_740.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_55_740.jpg,0,0,0,7.80E-05
C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_55_843.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_55_843.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_55_843.jpg,0,0,0,7.99E-05
C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_55_943.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_55_943.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_55_943.jpg,0,0,0,7.78E-05
C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_56_046.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_56_046.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_56_046.jpg,0,0,0,7.79E-05
C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_56_151.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_56_151.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_56_151.jpg,0,0,0,7.87E-05
C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_56_258.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_56_258.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_56_258.jpg,0,0.2642931,0,0.1947028
C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_56_361.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_56_361.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_56_361.jpg,0,0.6291648,0,0.8175626
C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_56_463.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_56_463.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_56_463.jpg,0,0.9340953,0,1.73553
C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_56_568.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_56_568.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_56_568.jpg,-0.299625,1,0,2.835935
C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_56_672.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_56_672.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_56_672.jpg,-0.3595654,1,0,3.990434
C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_56_776.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_56_776.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_56_776.jpg,-0.06540334,1,0,5.157851
C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_56_884.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_56_884.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_56_884.jpg,0,1,0,6.539098
C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_56_988.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_56_988.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_56_988.jpg,0,1,0,7.680218
C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_57_089.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_57_089.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_57_089.jpg,-0.1690518,1,0,8.803369
C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_57_189.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_57_189.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_57_189.jpg,-0.3653421,1,0,9.874625
C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_57_289.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_57_289.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_57_289.jpg,-0.06355917,1,0,10.98387
C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_57_392.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_57_392.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_57_392.jpg,0,1,0,11.83358
C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_57_493.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_57_493.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_57_493.jpg,-0.1061085,1,0,13.141
C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_57_596.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_57_596.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_57_596.jpg,-0.4155498,1,0,14.09484
C:\Users\ayush\Machine Learning\models\data\IMG\center_2020_01_29_17_51_57_699.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\left_2020_01_29_17_51_57_699.jpg, C:\Users\ayush\Machine Learning\models\data\IMG\right_2020_01_29_17_51_57_699.jpg,-0.387354,1,0,15.16888
